,id,date,zipcode,season,price,Median Price,condition,status,profit
6207,5014000225,2014-12-22,98116,winter,337500.0,558000.0,3,Buy,220500.0
6217,7686202275,2014-12-09,98198,winter,219950.0,262950.0,3,Buy,43000.0
6218,5113260170,2015-01-13,98038,winter,215000.0,326992.0,3,Buy,111992.0
6220,2770601734,2014-06-30,98199,summer,535000.0,651000.0,3,Buy,116000.0
6222,5016001060,2014-05-30,98112,spring,650000.0,760500.0,3,Buy,110500.0
6225,5127000470,2015-03-05,98059,spring,292000.0,423000.0,3,Buy,131000.0
6229,9524100050,2014-12-22,98103,winter,360000.0,549500.0,3,Buy,189500.0
6232,6412600005,2014-10-03,98125,fall,375000.0,422000.0,3,Buy,47000.0
6237,7203102140,2015-04-29,98053,spring,300000.0,558500.0,3,Buy,258500.0
6240,6848200221,2014-09-02,98102,fall,635000.0,670000.0,3,Buy,35000.0
6241,952004725,2014-11-06,98126,fall,280000.0,399000.0,3,Buy,119000.0
6247,3819800280,2014-08-19,98011,summer,400000.0,470000.0,3,Buy,70000.0
6258,5406500480,2014-07-21,98075,summer,668000.0,741000.0,3,Buy,73000.0
6260,3300700470,2014-05-14,98117,spring,394475.0,541000.0,3,Buy,146525.0
6265,6600220380,2014-05-31,98074,spring,538888.0,625000.0,3,Buy,86112.0
6266,3990200020,2014-09-08,98166,fall,359000.0,363405.0,3,Buy,4405.0
6267,112900020,2014-07-01,98019,summer,300000.0,402750.0,3,Buy,102750.0
6270,8078400010,2014-11-18,98074,fall,530000.0,625000.0,3,Buy,95000.0
6273,3905050280,2014-08-19,98029,summer,533000.0,564800.0,3,Buy,31800.0
6277,7504001440,2014-09-15,98074,fall,435000.0,625000.0,3,Buy,190000.0
6278,8068000305,2014-11-04,98178,fall,241000.0,275000.0,3,Buy,34000.0
6282,8071000050,2014-11-13,98118,fall,270000.0,365500.0,3,Buy,95500.0
6286,5416500840,2014-06-27,98038,summer,320000.0,326992.0,3,Buy,6992.0
6290,9826701665,2014-07-25,98122,summer,550000.0,557500.0,3,Buy,7500.0
6293,3317010130,2015-03-17,98003,spring,236000.0,263750.0,3,Buy,27750.0
6302,1736800920,2015-04-21,98007,spring,475000.0,544250.0,3,Buy,69250.0
6308,4232400470,2014-05-27,98112,spring,751750.0,760500.0,3,Buy,8750.0
6318,9320600020,2015-01-30,98031,winter,250000.0,282000.0,3,Buy,32000.0
6324,8122100595,2014-06-27,98126,summer,212700.0,399000.0,3,Buy,186300.0
6328,2133020020,2015-01-16,98019,winter,372000.0,402750.0,3,Buy,30750.0
6336,126049217,2014-06-04,98028,summer,400000.0,433000.0,3,Buy,33000.0
6339,6843000080,2014-07-09,98058,summer,287000.0,329000.0,3,Buy,42000.0
6343,1657530010,2015-02-24,98056,winter,260000.0,375000.0,3,Buy,115000.0
6345,9828200460,2014-06-27,98122,summer,260000.0,557500.0,3,Buy,297500.0
6346,9828200460,2015-01-06,98122,winter,430000.0,557500.0,3,Buy,127500.0
6349,446000020,2014-09-13,98115,fall,439500.0,560750.0,3,Buy,121250.0
6352,9358002232,2014-10-19,98126,fall,380000.0,399000.0,3,Buy,19000.0
6354,6149700380,2015-02-06,98133,winter,299900.0,375000.0,3,Buy,75100.0
6362,5104500020,2014-06-17,98034,summer,250000.0,440000.0,3,Buy,190000.0
6365,1498301213,2015-03-11,98144,spring,384000.0,446800.0,3,Buy,62800.0
6369,3336001946,2015-03-07,98118,spring,263300.0,365500.0,3,Buy,102200.0
6370,5253300387,2015-01-28,98133,winter,215000.0,375000.0,3,Buy,160000.0
6374,8662500130,2014-12-09,98030,winter,251100.0,280000.0,3,Buy,28900.0
6375,1770000130,2014-11-26,98072,fall,435000.0,440000.0,3,Buy,5000.0
6380,2767601815,2015-03-17,98107,spring,356000.0,529475.0,3,Buy,173475.0
6382,7504010780,2014-12-26,98074,winter,605000.0,625000.0,3,Buy,20000.0
6384,8682260470,2014-06-19,98053,summer,437000.0,558500.0,3,Buy,121500.0
6391,9834201470,2014-12-18,98144,winter,303000.0,446800.0,3,Buy,143800.0
6395,8148600020,2014-09-26,98168,fall,170000.0,235000.0,3,Buy,65000.0
6397,1432400345,2015-04-21,98058,spring,144000.0,329000.0,3,Buy,185000.0
6399,2475900840,2015-04-27,98024,spring,258000.0,337500.0,3,Buy,79500.0
6405,2770601365,2015-02-24,98199,winter,473000.0,651000.0,3,Buy,178000.0
6411,3905080280,2015-03-04,98029,spring,529000.0,564800.0,3,Buy,35800.0
6414,9407600250,2015-03-27,98038,spring,211000.0,326992.0,3,Buy,115992.0
6416,7224000950,2014-11-03,98055,fall,238950.0,294000.0,3,Buy,55050.0
6422,5406500170,2014-10-24,98075,fall,645000.0,741000.0,3,Buy,96000.0
6424,2011000010,2014-05-02,98198,spring,257950.0,262950.0,3,Buy,5000.0
6426,8016250080,2014-07-09,98030,summer,245000.0,280000.0,3,Buy,35000.0
6429,847100078,2014-08-18,98059,summer,330000.0,423000.0,3,Buy,93000.0
6438,8564500020,2015-01-27,98034,winter,322000.0,440000.0,3,Buy,118000.0
6441,2698200010,2015-05-13,98055,spring,165000.0,294000.0,3,Buy,129000.0
6443,5710610430,2015-03-13,98027,spring,517500.0,573475.0,3,Buy,55975.0
6444,34000005,2014-06-18,98136,summer,343566.0,485000.0,3,Buy,141434.0
6450,3904901330,2014-08-20,98029,summer,449950.0,564800.0,3,Buy,114850.0
6451,7524100280,2014-06-12,98198,summer,259000.0,262950.0,3,Buy,3950.0
6461,148000440,2014-08-18,98116,summer,313300.0,558000.0,3,Buy,244700.0
6466,8843900396,2014-07-14,98027,summer,455000.0,573475.0,3,Buy,118475.0
6469,8732190460,2015-05-05,98023,spring,260000.0,265500.0,3,Buy,5500.0
6472,1133000050,2015-04-20,98125,spring,362000.0,422000.0,3,Buy,60000.0
6473,2770601462,2015-04-23,98199,spring,503500.0,651000.0,3,Buy,147500.0
6480,7203601405,2015-04-14,98198,spring,217000.0,262950.0,3,Buy,45950.0
6488,1545808370,2015-04-22,98038,spring,245000.0,326992.0,3,Buy,81992.0
6494,4235400255,2014-09-05,98199,fall,405000.0,651000.0,3,Buy,246000.0
6498,2310010050,2015-04-30,98038,spring,274950.0,326992.0,3,Buy,52042.0
6502,9407102360,2014-06-16,98045,summer,309212.0,345000.0,3,Buy,35788.0
6503,104510440,2014-06-04,98023,summer,219950.0,265500.0,3,Buy,45550.0
6505,2113700500,2014-10-05,98106,fall,250800.0,315000.0,3,Buy,64200.0
6515,7760400420,2014-07-18,98042,summer,255000.0,280000.0,3,Buy,25000.0
6516,6163901271,2014-08-11,98155,summer,327000.0,367500.0,3,Buy,40500.0
6533,8645530010,2014-05-15,98058,spring,225000.0,329000.0,3,Buy,104000.0
6534,8645530010,2015-03-25,98058,spring,295000.0,329000.0,3,Buy,34000.0
6536,9407101900,2014-07-17,98045,summer,280000.0,345000.0,3,Buy,65000.0
6542,4221270290,2014-11-21,98075,fall,544900.0,741000.0,3,Buy,196100.0
6544,3575302575,2014-08-11,98074,summer,532500.0,625000.0,3,Buy,92500.0
6546,8805900080,2015-04-30,98112,spring,750000.0,760500.0,3,Buy,10500.0
6547,8121200460,2014-11-19,98052,fall,530000.0,600000.0,3,Buy,70000.0
6548,2461900609,2014-07-17,98136,summer,346100.0,485000.0,3,Buy,138900.0
6552,8856960050,2014-07-24,98038,summer,318400.0,326992.0,3,Buy,8592.0
6557,8151600470,2014-08-04,98146,summer,121800.0,295000.0,3,Buy,173200.0
6564,3395040440,2015-03-27,98108,spring,330000.0,345000.0,3,Buy,15000.0
6565,4338800190,2014-06-26,98166,summer,252750.0,363405.0,3,Buy,110655.0
6567,5113260430,2015-03-04,98038,spring,280000.0,326992.0,3,Buy,46992.0
6575,4318200440,2014-05-22,98136,spring,432000.0,485000.0,3,Buy,53000.0
6578,2767602945,2014-06-25,98107,summer,500000.0,529475.0,3,Buy,29475.0
6586,1445200190,2015-04-24,98155,spring,284900.0,367500.0,3,Buy,82600.0
6589,7211402115,2014-09-02,98146,fall,230000.0,295000.0,3,Buy,65000.0
6591,8091410080,2014-07-29,98030,summer,267500.0,280000.0,3,Buy,12500.0
6606,3210200373,2014-06-17,98023,summer,204950.0,265500.0,3,Buy,60550.0
6610,1542800010,2014-09-09,98052,fall,472500.0,600000.0,3,Buy,127500.0
6614,2071700010,2014-11-19,98133,fall,340000.0,375000.0,3,Buy,35000.0
6619,23500190,2014-10-08,98052,fall,515000.0,600000.0,3,Buy,85000.0
6624,2944510080,2014-12-14,98023,winter,242550.0,265500.0,3,Buy,22950.0
6625,7019000050,2014-05-06,98177,spring,367500.0,506000.0,3,Buy,138500.0
6629,7338000950,2014-10-21,98002,fall,187000.0,234000.0,3,Buy,47000.0
6635,2697400020,2014-10-31,98177,fall,400000.0,506000.0,3,Buy,106000.0
6637,3126049439,2015-01-09,98103,winter,313000.0,549500.0,3,Buy,236500.0
6641,5710610670,2014-07-23,98027,summer,530000.0,573475.0,3,Buy,43475.0
6642,7503000020,2014-05-07,98028,spring,415000.0,433000.0,3,Buy,18000.0
6645,7853340430,2014-11-19,98065,fall,378000.0,506950.0,3,Buy,128950.0
6654,7950302210,2014-11-14,98118,fall,358000.0,365500.0,3,Buy,7500.0
6657,2436700655,2015-03-17,98105,spring,515000.0,625252.0,3,Buy,110252.0
6659,305000170,2014-06-10,98075,summer,659000.0,741000.0,3,Buy,82000.0
6660,2570300130,2015-03-17,98034,spring,414999.0,440000.0,3,Buy,25001.0
6661,776600130,2014-05-02,98045,spring,275000.0,345000.0,3,Buy,70000.0
6664,3396830020,2014-10-09,98052,fall,424000.0,600000.0,3,Buy,176000.0
6681,7642200095,2015-03-09,98146,spring,230000.0,295000.0,3,Buy,65000.0
6683,8944750480,2015-01-30,98056,winter,359000.0,375000.0,3,Buy,16000.0
6684,7852020660,2014-05-09,98065,spring,505000.0,506950.0,3,Buy,1950.0
6686,6413100122,2014-07-11,98125,summer,369950.0,422000.0,3,Buy,52050.0
6689,3123039136,2014-08-25,98070,summer,295000.0,361000.0,3,Buy,66000.0
6692,4338800170,2014-05-07,98166,spring,246000.0,363405.0,3,Buy,117405.0
6700,2110900050,2015-02-11,98177,winter,468000.0,506000.0,3,Buy,38000.0
6702,6300000364,2014-06-16,98133,summer,235000.0,375000.0,3,Buy,140000.0
6704,1446400648,2014-11-06,98168,fall,203000.0,235000.0,3,Buy,32000.0
6709,2545700020,2014-10-16,98115,fall,458500.0,560750.0,3,Buy,102250.0
6718,5406500430,2015-04-21,98075,spring,712000.0,741000.0,3,Buy,29000.0
6719,5417600130,2014-10-10,98065,fall,244500.0,506950.0,3,Buy,262450.0
6720,5417600130,2015-05-12,98065,spring,301000.0,506950.0,3,Buy,205950.0
6722,5611500170,2015-04-22,98075,spring,739999.0,741000.0,3,Buy,1001.0
6724,1473200170,2014-07-29,98133,summer,305000.0,375000.0,3,Buy,70000.0
6728,6929603769,2014-07-21,98198,summer,253000.0,262950.0,3,Buy,9950.0
6734,3188100007,2014-10-22,98115,fall,380000.0,560750.0,3,Buy,180750.0
6739,7972601900,2014-05-30,98106,spring,299950.0,315000.0,3,Buy,15050.0
6741,8132700190,2014-06-02,98117,summer,430000.0,541000.0,3,Buy,111000.0
6742,3904990430,2015-01-29,98029,winter,495000.0,564800.0,3,Buy,69800.0
6743,5469700052,2014-11-13,98031,fall,275000.0,282000.0,3,Buy,7000.0
6744,4006000509,2014-09-16,98118,fall,333000.0,365500.0,3,Buy,32500.0
6751,993000950,2014-09-06,98103,fall,320000.0,549500.0,3,Buy,229500.0
6756,7300400670,2014-07-29,98092,summer,277000.0,297300.0,3,Buy,20300.0
6761,3876760430,2014-08-22,98030,summer,269950.0,280000.0,3,Buy,10050.0
6774,1025059181,2014-07-22,98052,summer,480000.0,600000.0,3,Buy,120000.0
6777,6824100005,2014-08-01,98117,summer,408000.0,541000.0,3,Buy,133000.0
6780,3303950080,2014-11-03,98038,fall,292000.0,326992.0,3,Buy,34992.0
6784,6819100345,2015-03-25,98109,spring,700000.0,708750.0,3,Buy,8750.0
6789,8651510380,2014-08-21,98074,summer,310000.0,625000.0,3,Buy,315000.0
6790,8651510380,2014-12-16,98074,winter,539000.0,625000.0,3,Buy,86000.0
6791,9826701794,2014-12-05,98122,winter,390000.0,557500.0,3,Buy,167500.0
6795,686100380,2014-10-27,98008,fall,472000.0,535900.0,3,Buy,63900.0
6804,7215721330,2014-10-23,98075,fall,485000.0,741000.0,3,Buy,256000.0
6807,5703500130,2014-12-17,98045,winter,299500.0,345000.0,3,Buy,45500.0
6809,6679000130,2015-02-09,98038,winter,275000.0,326992.0,3,Buy,51992.0
6810,4222500020,2015-02-19,98003,winter,256400.0,263750.0,3,Buy,7350.0
6813,806000020,2015-03-10,98055,spring,203000.0,294000.0,3,Buy,91000.0
6814,507100005,2015-03-10,98133,spring,285000.0,375000.0,3,Buy,90000.0
6815,8635760480,2015-01-27,98074,winter,473975.0,625000.0,3,Buy,151025.0
6822,3438500430,2014-05-21,98106,spring,270000.0,315000.0,3,Buy,45000.0
6824,2013801350,2015-02-20,98198,winter,220000.0,262950.0,3,Buy,42950.0
6827,3226049466,2014-12-19,98115,winter,340000.0,560750.0,3,Buy,220750.0
6830,5702450250,2014-07-17,98045,summer,340000.0,345000.0,3,Buy,5000.0
6831,8835900086,2014-09-02,98118,fall,350000.0,365500.0,3,Buy,15500.0
6835,3361400190,2015-02-26,98168,winter,190000.0,235000.0,3,Buy,45000.0
6837,6806100420,2014-11-19,98058,fall,299000.0,329000.0,3,Buy,30000.0
6838,3204300225,2014-11-03,98112,fall,508000.0,760500.0,3,Buy,252500.0
6839,8857640420,2014-10-01,98038,fall,294000.0,326992.0,3,Buy,32992.0
6840,4443800130,2014-10-24,98117,fall,320000.0,541000.0,3,Buy,221000.0
6856,1115800440,2014-09-18,98052,fall,525000.0,600000.0,3,Buy,75000.0
6857,9407110680,2014-10-08,98045,fall,280000.0,345000.0,3,Buy,65000.0
6859,993001330,2014-05-05,98103,spring,406100.0,549500.0,3,Buy,143400.0
6861,5381000048,2015-04-27,98188,spring,110000.0,260250.0,3,Buy,150250.0
6869,5104510130,2014-06-03,98038,summer,312000.0,326992.0,3,Buy,14992.0
6870,7197350050,2014-07-01,98052,summer,507500.0,600000.0,3,Buy,92500.0
6871,2822049148,2014-09-18,98198,fall,217000.0,262950.0,3,Buy,45950.0
6875,567000660,2014-12-04,98144,winter,425000.0,446800.0,3,Buy,21800.0
6876,9214400396,2015-02-27,98115,winter,435000.0,560750.0,3,Buy,125750.0
6877,9406520290,2014-12-29,98038,winter,305000.0,326992.0,3,Buy,21992.0
6878,2112700895,2015-03-26,98106,spring,276000.0,315000.0,3,Buy,39000.0
6885,2872900050,2014-10-07,98074,fall,400000.0,625000.0,3,Buy,225000.0
6889,7788400170,2014-09-26,98056,fall,230000.0,375000.0,3,Buy,145000.0
6890,3831000010,2014-08-06,98031,summer,235000.0,282000.0,3,Buy,47000.0
6895,2608300103,2015-01-26,98106,winter,225000.0,315000.0,3,Buy,90000.0
6896,3530400080,2014-12-26,98198,winter,255000.0,262950.0,3,Buy,7950.0
6897,1099760470,2014-06-04,98023,summer,161700.0,265500.0,3,Buy,103800.0
6902,5249801440,2014-12-16,98118,winter,250000.0,365500.0,3,Buy,115500.0
6909,1226039130,2014-10-09,98177,fall,355000.0,506000.0,3,Buy,151000.0
6910,7254000050,2015-02-24,98005,winter,596000.0,710000.0,3,Buy,114000.0
6915,3579000010,2014-08-14,98028,summer,428040.0,433000.0,3,Buy,4960.0
6917,6819100122,2014-06-05,98109,summer,546000.0,708750.0,3,Buy,162750.0
6919,6392001950,2014-09-08,98115,fall,435000.0,560750.0,3,Buy,125750.0
6921,6437400101,2014-11-13,98106,fall,284000.0,315000.0,3,Buy,31000.0
6923,1115100169,2014-12-03,98155,winter,315000.0,367500.0,3,Buy,52500.0
6924,2919702705,2014-07-31,98117,summer,417500.0,541000.0,3,Buy,123500.0
6926,6021503656,2014-09-02,98117,fall,375000.0,541000.0,3,Buy,166000.0
6931,1954440080,2015-01-29,98074,winter,532000.0,625000.0,3,Buy,93000.0
6936,1328340380,2014-10-27,98058,fall,315000.0,329000.0,3,Buy,14000.0
6940,2571900380,2015-01-22,98022,winter,225000.0,251500.0,3,Buy,26500.0
6942,3882320010,2014-11-26,98052,fall,565000.0,600000.0,3,Buy,35000.0
6943,1377300020,2015-02-19,98199,winter,650000.0,651000.0,3,Buy,1000.0
6944,1124000005,2014-09-18,98177,fall,499000.0,506000.0,3,Buy,7000.0
6945,1151100010,2014-05-15,98045,spring,280000.0,345000.0,3,Buy,65000.0
6949,8656300080,2014-08-12,98014,summer,265000.0,319000.0,3,Buy,54000.0
6955,8691310420,2015-04-24,98075,spring,635000.0,741000.0,3,Buy,106000.0
6956,1402900380,2014-07-03,98092,summer,280500.0,297300.0,3,Buy,16800.0
6963,5702380780,2015-04-22,98022,spring,240000.0,251500.0,3,Buy,11500.0
6968,7885100005,2014-08-20,98108,summer,299000.0,345000.0,3,Buy,46000.0
6969,3037200010,2015-03-05,98122,spring,447500.0,557500.0,3,Buy,110000.0
6973,3387800380,2014-08-29,98031,summer,215000.0,282000.0,3,Buy,67000.0
6976,8079000190,2014-10-28,98059,fall,415000.0,423000.0,3,Buy,8000.0
6980,263000359,2014-06-30,98103,summer,355000.0,549500.0,3,Buy,194500.0
6985,9542800290,2014-12-10,98023,winter,217000.0,265500.0,3,Buy,48500.0
6992,2881700547,2014-08-13,98133,summer,221000.0,375000.0,3,Buy,154000.0
6998,9161100460,2015-03-23,98116,spring,525000.0,558000.0,3,Buy,33000.0
7003,2767601100,2014-10-27,98107,fall,513000.0,529475.0,3,Buy,16475.0
7007,1761100190,2014-07-24,98023,summer,225000.0,265500.0,3,Buy,40500.0
7010,7751800080,2015-01-27,98008,winter,465000.0,535900.0,3,Buy,70900.0
7012,4239400920,2014-09-22,98092,fall,149000.0,297300.0,3,Buy,148300.0
7016,1446400670,2014-07-31,98168,summer,199950.0,235000.0,3,Buy,35050.0
7027,3426049132,2015-04-22,98115,spring,460000.0,560750.0,3,Buy,100750.0
7029,1789900080,2014-07-22,98023,summer,209950.0,265500.0,3,Buy,55550.0
7031,5634500179,2014-12-15,98028,winter,424500.0,433000.0,3,Buy,8500.0
7040,3395800660,2014-12-30,98146,winter,190000.0,295000.0,3,Buy,105000.0
7041,9414610010,2014-06-17,98027,summer,430000.0,573475.0,3,Buy,143475.0
7050,4222100280,2014-12-05,98003,winter,239999.0,263750.0,3,Buy,23751.0
7051,4222200280,2014-10-21,98003,fall,225000.0,263750.0,3,Buy,38750.0
7055,3329530480,2014-07-01,98001,summer,241000.0,256000.0,3,Buy,15000.0
7060,8944360170,2014-11-14,98029,fall,517500.0,564800.0,3,Buy,47300.0
7062,1338801060,2014-12-04,98112,winter,560000.0,760500.0,3,Buy,200500.0
7067,9521100585,2014-06-13,98103,summer,499950.0,549500.0,3,Buy,49550.0
7072,2624049073,2014-07-29,98118,summer,360000.0,365500.0,3,Buy,5500.0
7080,8944360290,2015-04-13,98029,spring,477000.0,564800.0,3,Buy,87800.0
7085,255370420,2015-04-02,98038,spring,318200.0,326992.0,3,Buy,8792.0
7087,3832150190,2014-05-20,98031,spring,263000.0,282000.0,3,Buy,19000.0
7089,7889601870,2015-04-07,98146,spring,281500.0,295000.0,3,Buy,13500.0
7091,1912100882,2014-07-30,98102,summer,482000.0,670000.0,3,Buy,188000.0
7092,8563020170,2015-03-10,98052,spring,485000.0,600000.0,3,Buy,115000.0
7093,8656800020,2015-02-12,98014,winter,309000.0,319000.0,3,Buy,10000.0
7094,3876540780,2014-06-19,98003,summer,221000.0,263750.0,3,Buy,42750.0
7097,9141100005,2014-10-28,98133,fall,285000.0,375000.0,3,Buy,90000.0
7101,5560000680,2014-12-26,98023,winter,199950.0,265500.0,3,Buy,65550.0
7103,6813600415,2014-05-08,98103,spring,515000.0,549500.0,3,Buy,34500.0
7105,3300700480,2014-08-20,98117,summer,330000.0,541000.0,3,Buy,211000.0
7109,1454100005,2014-08-06,98125,summer,350000.0,422000.0,3,Buy,72000.0
7110,104540840,2014-12-03,98023,winter,240000.0,265500.0,3,Buy,25500.0
7111,2207100635,2015-02-04,98007,winter,419900.0,544250.0,3,Buy,124350.0
7115,8691350130,2015-02-04,98075,winter,715000.0,741000.0,3,Buy,26000.0
7121,7616200050,2015-01-05,98116,winter,500000.0,558000.0,3,Buy,58000.0
7126,2155000480,2015-04-29,98052,spring,499950.0,600000.0,3,Buy,100050.0
7129,4427100095,2014-06-23,98125,summer,360000.0,422000.0,3,Buy,62000.0
7140,3578401760,2014-08-20,98074,summer,393000.0,625000.0,3,Buy,232000.0
7142,5116000250,2014-07-07,98028,summer,320000.0,433000.0,3,Buy,113000.0
7145,7312100010,2015-03-02,98059,spring,410000.0,423000.0,3,Buy,13000.0
7151,1473200130,2015-03-20,98133,spring,303000.0,375000.0,3,Buy,72000.0
7155,1545808110,2014-06-17,98038,summer,250000.0,326992.0,3,Buy,76992.0
7159,7201600190,2015-02-20,98052,winter,430000.0,600000.0,3,Buy,170000.0
7162,8965000050,2014-07-29,98052,summer,515000.0,600000.0,3,Buy,85000.0
7164,4057300170,2014-06-02,98029,summer,305000.0,564800.0,3,Buy,259800.0
7166,8155750010,2014-12-04,98030,winter,237000.0,280000.0,3,Buy,43000.0
7174,7657000225,2014-07-19,98178,summer,205000.0,275000.0,3,Buy,70000.0
7178,526059224,2014-09-23,98011,fall,260000.0,470000.0,3,Buy,210000.0
7181,4137000460,2015-02-25,98092,winter,249000.0,297300.0,3,Buy,48300.0
7185,7137960460,2014-05-28,98092,spring,225000.0,297300.0,3,Buy,72300.0
7199,3820100284,2014-08-27,98028,summer,355000.0,433000.0,3,Buy,78000.0
7204,3432501315,2014-08-27,98155,summer,277000.0,367500.0,3,Buy,90500.0
7208,1446403145,2015-01-22,98168,winter,170000.0,235000.0,3,Buy,65000.0
7211,1446400725,2014-06-10,98168,summer,165000.0,235000.0,3,Buy,70000.0
7213,3319500299,2014-08-06,98144,summer,304000.0,446800.0,3,Buy,142800.0
7217,7137960440,2014-12-23,98092,winter,292500.0,297300.0,3,Buy,4800.0
7218,3946900010,2015-03-23,98115,spring,500007.0,560750.0,3,Buy,60743.0
7222,126049167,2014-06-19,98028,summer,380000.0,433000.0,3,Buy,53000.0
7226,1446403617,2014-07-02,98168,summer,123000.0,235000.0,3,Buy,112000.0
7227,2767603649,2014-07-30,98107,summer,520000.0,529475.0,3,Buy,9475.0
7232,1211000185,2014-06-16,98122,summer,375000.0,557500.0,3,Buy,182500.0
7234,984100010,2014-09-30,98058,fall,300000.0,329000.0,3,Buy,29000.0
7235,6127010670,2014-07-28,98075,summer,627000.0,741000.0,3,Buy,114000.0
7239,9269750010,2015-04-02,98023,spring,230000.0,265500.0,3,Buy,35500.0
7255,1005000250,2015-01-30,98118,winter,350000.0,365500.0,3,Buy,15500.0
7257,1775910460,2015-03-13,98072,spring,395000.0,440000.0,3,Buy,45000.0
7263,6905200050,2014-10-09,98119,fall,606400.0,685000.0,3,Buy,78600.0
7264,303100080,2014-05-28,98092,spring,245100.0,297300.0,3,Buy,52200.0
7266,8718500095,2015-05-07,98028,spring,415000.0,433000.0,3,Buy,18000.0
7274,9828700005,2015-05-12,98122,spring,440000.0,557500.0,3,Buy,117500.0
7275,5101402312,2015-04-23,98115,spring,485000.0,560750.0,3,Buy,75750.0
7277,6145602125,2014-07-24,98133,summer,295000.0,375000.0,3,Buy,80000.0
7289,1425059174,2014-10-28,98052,fall,390000.0,600000.0,3,Buy,210000.0
7296,2780700020,2014-09-10,98028,fall,375000.0,433000.0,3,Buy,58000.0
7299,225039145,2014-06-19,98117,summer,285000.0,541000.0,3,Buy,256000.0
7302,9415950020,2014-06-08,98055,summer,260000.0,294000.0,3,Buy,34000.0
7306,9268200440,2014-07-21,98117,summer,400000.0,541000.0,3,Buy,141000.0
7309,1829700050,2014-07-24,98155,summer,335000.0,367500.0,3,Buy,32500.0
7312,6373000130,2014-12-01,98116,winter,555000.0,558000.0,3,Buy,3000.0
7314,8965450190,2015-02-18,98006,winter,295000.0,697450.0,3,Buy,402450.0
7316,3764800250,2015-01-05,98034,winter,330000.0,440000.0,3,Buy,110000.0
7318,4358700188,2015-03-31,98133,spring,305000.0,375000.0,3,Buy,70000.0
7325,5244800895,2014-05-23,98109,spring,595000.0,708750.0,3,Buy,113750.0
7326,100100050,2014-11-12,98155,fall,275000.0,367500.0,3,Buy,92500.0
7331,5101402472,2015-01-29,98115,winter,340500.0,560750.0,3,Buy,220250.0
7332,4310700020,2014-10-10,98103,fall,280000.0,549500.0,3,Buy,269500.0
7337,6870310010,2014-07-02,98052,summer,599950.0,600000.0,3,Buy,50.0
7338,2970800130,2014-10-09,98166,fall,215000.0,363405.0,3,Buy,148405.0
7348,8682261650,2014-07-10,98053,summer,554000.0,558500.0,3,Buy,4500.0
7349,8100400170,2015-04-10,98052,spring,500000.0,600000.0,3,Buy,100000.0
7354,1395500020,2014-11-07,98034,fall,279900.0,440000.0,3,Buy,160100.0
7363,739800250,2015-02-22,98031,winter,269000.0,282000.0,3,Buy,13000.0
7365,1518000290,2015-03-16,98019,spring,325000.0,402750.0,3,Buy,77750.0
7373,6421100592,2014-09-10,98052,fall,510000.0,600000.0,3,Buy,90000.0
7374,7967200290,2014-05-30,98001,spring,190000.0,256000.0,3,Buy,66000.0
7381,3897100275,2014-10-27,98033,fall,460000.0,630000.0,3,Buy,170000.0
7383,2770600795,2015-03-02,98199,spring,585000.0,651000.0,3,Buy,66000.0
7385,5039300305,2014-11-07,98199,fall,450000.0,651000.0,3,Buy,201000.0
7388,1862400479,2014-09-23,98117,fall,350000.0,541000.0,3,Buy,191000.0
7397,2464400500,2014-07-14,98115,summer,560000.0,560750.0,3,Buy,750.0
7399,5095400630,2014-12-05,98059,winter,360000.0,423000.0,3,Buy,63000.0
7430,9510970050,2014-09-01,98052,fall,583000.0,600000.0,3,Buy,17000.0
7441,8019700010,2014-10-10,98177,fall,489950.0,506000.0,3,Buy,16050.0
7442,1785400780,2015-04-15,98074,spring,550000.0,625000.0,3,Buy,75000.0
7443,4222200380,2014-08-05,98003,summer,237000.0,263750.0,3,Buy,26750.0
7444,7503000050,2014-08-07,98028,summer,390000.0,433000.0,3,Buy,43000.0
7446,4303200130,2015-02-10,98106,winter,277000.0,315000.0,3,Buy,38000.0
7447,7731100066,2014-06-12,98105,summer,545000.0,625252.0,3,Buy,80252.0
7448,2770602335,2015-04-07,98199,spring,615000.0,651000.0,3,Buy,36000.0
7451,7000100635,2014-07-15,98004,summer,600000.0,867500.0,3,Buy,267500.0
7452,1954420420,2015-03-13,98074,spring,479000.0,625000.0,3,Buy,146000.0
7454,3056000050,2014-09-12,98166,fall,265000.0,363405.0,3,Buy,98405.0
7460,3546000380,2014-09-28,98030,fall,259900.0,280000.0,3,Buy,20100.0
7462,7129301851,2014-09-23,98118,fall,245000.0,365500.0,3,Buy,120500.0
7466,7504400290,2015-03-05,98074,spring,599000.0,625000.0,3,Buy,26000.0
7467,7137950460,2014-09-26,98092,fall,272000.0,297300.0,3,Buy,25300.0
7475,3424069215,2015-02-17,98027,winter,396480.0,573475.0,3,Buy,176995.0
7479,5634500415,2014-07-15,98028,summer,431000.0,433000.0,3,Buy,2000.0
7483,567000680,2014-08-01,98144,summer,359000.0,446800.0,3,Buy,87800.0
7488,825049073,2014-06-30,98115,summer,441000.0,560750.0,3,Buy,119750.0
7490,6837700170,2014-09-03,98116,fall,375000.0,558000.0,3,Buy,183000.0
7492,582000675,2014-09-08,98199,fall,580000.0,651000.0,3,Buy,71000.0
7495,3526059115,2015-04-21,98052,spring,515000.0,600000.0,3,Buy,85000.0
