,id,Region,season,Median Price,Buy Price,Sell Price,Profit
6374,8662500130,98030,winter,241500.0,251100.0,276210.0,25110.0
6375,1770000130,98072,fall,385000.0,435000.0,478500.00000000006,43500.00000000006
6380,2767601815,98107,spring,462550.0,356000.0,462800.0,106800.0
6382,7504010780,98074,winter,510000.0,605000.0,665500.0,60500.0
6384,8682260470,98053,summer,437000.0,437000.0,480700.00000000006,43700.00000000006
6391,9834201470,98144,winter,365000.0,303000.0,393900.0,90900.0
6395,8148600020,98168,fall,205000.0,170000.0,221000.0,51000.0
6397,1432400345,98058,spring,280000.0,144000.0,187200.0,43200.0
6399,2475900840,98024,spring,258000.0,258000.0,283800.0,25800.0
6405,2770601365,98199,winter,550000.0,473000.0,614900.0,141900.0
6411,3905080280,98029,spring,477000.0,529000.0,581900.0,52900.0
6414,9407600250,98038,spring,293250.0,211000.0,274300.0,63300.0
6416,7224000950,98055,fall,237000.0,238950.0,262845.0,23895.0
6422,5406500170,98075,fall,649500.0,645000.0,838500.0,193500.0
6424,2011000010,98198,spring,207500.0,257950.0,283745.0,25795.0
6426,8016250080,98030,summer,257000.0,245000.0,318500.0,73500.0
6429,847100078,98059,summer,335000.0,330000.0,429000.0,99000.0
6438,8564500020,98034,winter,360000.0,322000.0,418600.0,96600.0
6441,2698200010,98055,spring,234650.0,165000.0,214500.0,49500.0
6443,5710610430,98027,spring,455500.0,517500.0,569250.0,51750.0
6444,34000005,98136,summer,386750.0,343566.0,446635.8,103069.79999999999
6450,3904901330,98029,summer,482499.0,449950.0,584935.0,134985.0
6451,7524100280,98198,summer,232500.0,259000.0,284900.0,25900.0
6461,148000440,98116,summer,410000.0,313300.0,407290.0,93990.0
6466,8843900396,98027,summer,455000.0,455000.0,500500.00000000006,45500.00000000006
6469,8732190460,98023,spring,230500.0,260000.0,286000.0,26000.0
6472,1133000050,98125,spring,344000.0,362000.0,398200.00000000006,36200.00000000006
6473,2770601462,98199,spring,503500.0,503500.0,553850.0,50350.0
6480,7203601405,98198,spring,207500.0,217000.0,238700.00000000003,21700.00000000003
6488,1545808370,98038,spring,293250.0,245000.0,318500.0,73500.0
6494,4235400255,98199,fall,495000.0,405000.0,526500.0,121500.0
6498,2310010050,98038,spring,293250.0,274950.0,357435.0,82485.0
6502,9407102360,98045,summer,308881.0,309212.0,340133.2,30921.20000000001
6503,104510440,98023,summer,215000.0,219950.0,241945.00000000003,21995.00000000003
6505,2113700500,98106,fall,255400.0,250800.0,326040.0,75240.0
6515,7760400420,98042,summer,255000.0,255000.0,280500.0,25500.0
6516,6163901271,98155,summer,300000.0,327000.0,359700.0,32700.0
6533,8645530010,98058,spring,280000.0,225000.0,292500.0,67500.0
6534,8645530010,98058,spring,280000.0,295000.0,324500.0,29500.0
6536,9407101900,98045,summer,308881.0,280000.0,364000.0,84000.0
6542,4221270290,98075,fall,649500.0,544900.0,708370.0,163470.0
6544,3575302575,98074,summer,507000.0,532500.0,585750.0,53250.0
6546,8805900080,98112,spring,628875.0,750000.0,825000.0000000001,75000.00000000012
6547,8121200460,98052,fall,473750.0,530000.0,583000.0,53000.0
6548,2461900609,98136,summer,386750.0,346100.0,449930.0,103830.0
6552,8856960050,98038,summer,290725.0,318400.0,350240.0,31840.0
6557,8151600470,98146,summer,210000.0,121800.0,158340.0,36540.0
6564,3395040440,98108,spring,315000.0,330000.0,363000.00000000006,33000.00000000006
6565,4338800190,98166,summer,265375.0,252750.0,328575.0,75825.0
6567,5113260430,98038,spring,293250.0,280000.0,364000.0,84000.0
6575,4318200440,98136,spring,399000.0,432000.0,475200.00000000006,43200.00000000006
6578,2767602945,98107,summer,489500.0,500000.0,550000.0,50000.0
6586,1445200190,98155,spring,299975.0,284900.0,370370.0,85470.0
6589,7211402115,98146,fall,230000.0,230000.0,253000.00000000003,23000.00000000003
6591,8091410080,98030,summer,257000.0,267500.0,294250.0,26750.0
6606,3210200373,98023,summer,215000.0,204950.0,266435.0,61485.0
6610,1542800010,98052,fall,473750.0,472500.0,614250.0,141750.0
6614,2071700010,98133,fall,313750.0,340000.0,374000.00000000006,34000.00000000006
6619,23500190,98052,fall,473750.0,515000.0,566500.0,51500.0
6624,2944510080,98023,winter,233387.5,242550.0,266805.0,24255.0
6625,7019000050,98177,spring,413250.0,367500.0,477750.0,110250.0
6629,7338000950,98002,fall,187000.0,187000.0,205700.00000000003,18700.00000000003
6635,2697400020,98177,fall,434900.0,400000.0,520000.0,120000.0
6637,3126049439,98103,winter,430000.0,313000.0,406900.0,93900.0
6641,5710610670,98027,summer,455000.0,530000.0,583000.0,53000.0
6642,7503000020,98028,spring,374990.0,415000.0,456500.00000000006,41500.00000000006
6645,7853340430,98065,fall,435000.0,378000.0,491400.0,113400.0
6654,7950302210,98118,fall,285000.0,358000.0,393800.00000000006,35800.00000000006
6657,2436700655,98105,spring,505000.0,515000.0,566500.0,51500.0
6659,305000170,98075,summer,668000.0,659000.0,856700.0,197700.0
6660,2570300130,98034,spring,399950.0,414999.0,456498.9,41499.90000000002
6661,776600130,98045,spring,280000.0,275000.0,357500.0,82500.0
6664,3396830020,98052,fall,473750.0,424000.0,551200.0,127200.0
6681,7642200095,98146,spring,236950.0,230000.0,299000.0,69000.0
6683,8944750480,98056,winter,301500.0,359000.0,394900.00000000006,35900.00000000006
6684,7852020660,98065,spring,450500.0,505000.0,555500.0,50500.0
6686,6413100122,98125,summer,355000.0,369950.0,406945.00000000006,36995.00000000006
6689,3123039136,98070,summer,290000.0,295000.0,324500.0,29500.0
6692,4338800170,98166,spring,247500.0,246000.0,319800.0,73800.0
6700,2110900050,98177,winter,384250.0,468000.0,514800.00000000006,46800.00000000006
6702,6300000364,98133,summer,332750.0,235000.0,305500.0,70500.0
6704,1446400648,98168,fall,205000.0,203000.0,263900.0,60900.0
6709,2545700020,98115,fall,447500.0,458500.0,504350.00000000006,45850.00000000006
6718,5406500430,98075,spring,655000.0,712000.0,783200.0000000001,71200.00000000012
6719,5417600130,98065,fall,435000.0,244500.0,317850.0,73350.0
6720,5417600130,98065,spring,450500.0,301000.0,391300.0,90300.0
6722,5611500170,98075,spring,655000.0,739999.0,813998.9,73999.90000000002
6724,1473200170,98133,summer,332750.0,305000.0,396500.0,91500.0
6728,6929603769,98198,summer,232500.0,253000.0,278300.0,25300.0
6734,3188100007,98115,fall,447500.0,380000.0,494000.0,114000.0
6739,7972601900,98106,spring,274800.0,299950.0,329945.0,29995.0
6741,8132700190,98117,summer,440300.0,430000.0,559000.0,129000.0
6742,3904990430,98029,winter,475975.0,495000.0,544500.0,49500.0
6743,5469700052,98031,fall,247500.0,275000.0,302500.0,27500.0
6744,4006000509,98118,fall,285000.0,333000.0,366300.00000000006,33300.00000000006
6751,993000950,98103,fall,415475.0,320000.0,416000.0,96000.0
6756,7300400670,98092,summer,271000.0,277000.0,304700.0,27700.0
6761,3876760430,98030,summer,257000.0,269950.0,296945.0,26995.0
6774,1025059181,98052,summer,498000.0,480000.0,624000.0,144000.0
6777,6824100005,98117,summer,440300.0,408000.0,530400.0,122400.0
6780,3303950080,98038,fall,282000.0,292000.0,321200.0,29200.0
6784,6819100345,98109,spring,626700.0,700000.0,770000.0000000001,70000.00000000012
6789,8651510380,98074,summer,507000.0,310000.0,403000.0,93000.0
6790,8651510380,98074,winter,510000.0,539000.0,592900.0,53900.0
6791,9826701794,98122,winter,430000.0,390000.0,507000.0,117000.0
6795,686100380,98008,fall,465000.0,472000.0,519200.00000000006,47200.00000000006
6804,7215721330,98075,fall,649500.0,485000.0,630500.0,145500.0
6807,5703500130,98045,winter,274500.0,299500.0,329450.0,29950.0
6809,6679000130,98038,winter,272475.0,275000.0,302500.0,27500.0
6810,4222500020,98003,winter,219475.0,256400.0,282040.0,25640.0
6813,806000020,98055,spring,234650.0,203000.0,263900.0,60900.0
6814,507100005,98133,spring,306000.0,285000.0,370500.0,85500.0
6815,8635760480,98074,winter,510000.0,473975.0,616167.5,142192.5
6822,3438500430,98106,spring,274800.0,270000.0,351000.0,81000.0
6824,2013801350,98198,winter,210000.0,220000.0,242000.00000000003,22000.00000000003
6827,3226049466,98115,winter,441500.0,340000.0,442000.0,102000.0
6830,5702450250,98045,summer,308881.0,340000.0,374000.00000000006,34000.00000000006
6831,8835900086,98118,fall,285000.0,350000.0,385000.00000000006,35000.00000000006
6835,3361400190,98168,winter,171800.0,190000.0,209000.00000000003,19000.00000000003
6837,6806100420,98058,fall,299500.0,299000.0,388700.0,89700.0
6838,3204300225,98112,fall,625000.0,508000.0,660400.0,152400.0
6839,8857640420,98038,fall,282000.0,294000.0,323400.0,29400.0
6840,4443800130,98117,fall,439000.0,320000.0,416000.0,96000.0
6856,1115800440,98052,fall,473750.0,525000.0,577500.0,52500.0
6857,9407110680,98045,fall,288500.0,280000.0,364000.0,84000.0
6859,993001330,98103,spring,411725.0,406100.0,527930.0,121830.0
6861,5381000048,98188,spring,217500.0,110000.0,143000.0,33000.0
6869,5104510130,98038,summer,290725.0,312000.0,343200.0,31200.0
6870,7197350050,98052,summer,498000.0,507500.0,558250.0,50750.0
6871,2822049148,98198,fall,213750.0,217000.0,238700.00000000003,21700.00000000003
6875,567000660,98144,winter,365000.0,425000.0,467500.00000000006,42500.00000000006
6876,9214400396,98115,winter,441500.0,435000.0,565500.0,130500.0
6877,9406520290,98038,winter,272475.0,305000.0,335500.0,30500.0
6878,2112700895,98106,spring,274800.0,276000.0,303600.0,27600.0
6885,2872900050,98074,fall,542750.0,400000.0,520000.0,120000.0
6889,7788400170,98056,fall,295000.0,230000.0,299000.0,69000.0
6890,3831000010,98031,summer,249900.0,235000.0,305500.0,70500.0
6895,2608300103,98106,winter,238000.0,225000.0,292500.0,67500.0
6896,3530400080,98198,winter,210000.0,255000.0,280500.0,25500.0
6897,1099760470,98023,summer,215000.0,161700.0,210210.0,48510.0
6902,5249801440,98118,winter,265000.0,250000.0,325000.0,75000.0
6909,1226039130,98177,fall,434900.0,355000.0,461500.0,106500.0
6910,7254000050,98005,winter,596000.0,596000.0,655600.0,59600.0
6915,3579000010,98028,summer,375000.0,428040.0,470844.00000000006,42804.00000000006
6917,6819100122,98109,summer,548000.0,546000.0,709800.0,163800.0
6919,6392001950,98115,fall,447500.0,435000.0,565500.0,130500.0
6921,6437400101,98106,fall,255400.0,284000.0,312400.0,28400.0
6923,1115100169,98155,winter,325000.0,315000.0,409500.0,94500.0
6924,2919702705,98117,summer,440300.0,417500.0,542750.0,125250.0
6926,6021503656,98117,fall,439000.0,375000.0,487500.0,112500.0
6931,1954440080,98074,winter,510000.0,532000.0,585200.0,53200.0
6936,1328340380,98058,fall,299500.0,315000.0,346500.0,31500.0
6940,2571900380,98022,winter,222500.0,225000.0,247500.00000000003,22500.00000000003
6942,3882320010,98052,fall,473750.0,565000.0,621500.0,56500.0
6943,1377300020,98199,winter,550000.0,650000.0,715000.0,65000.0
6944,1124000005,98177,fall,434900.0,499000.0,548900.0,49900.0
6945,1151100010,98045,spring,280000.0,280000.0,308000.0,28000.0
6949,8656300080,98014,summer,287500.0,265000.0,344500.0,79500.0
6955,8691310420,98075,spring,655000.0,635000.0,825500.0,190500.0
6956,1402900380,98092,summer,271000.0,280500.0,308550.0,28050.0
6963,5702380780,98022,spring,240000.0,240000.0,264000.0,24000.0
6968,7885100005,98108,summer,252500.0,299000.0,328900.0,29900.0
6969,3037200010,98122,spring,459250.0,447500.0,581750.0,134250.0
6973,3387800380,98031,summer,249900.0,215000.0,279500.0,64500.0
6976,8079000190,98059,fall,355000.0,415000.0,456500.00000000006,41500.00000000006
6980,263000359,98103,summer,457250.0,355000.0,461500.0,106500.0
6985,9542800290,98023,winter,233387.5,217000.0,282100.0,65100.0
6992,2881700547,98133,summer,332750.0,221000.0,287300.0,66300.0
6998,9161100460,98116,spring,494500.0,525000.0,577500.0,52500.0
7003,2767601100,98107,fall,470000.0,513000.0,564300.0,51300.0
7007,1761100190,98023,summer,215000.0,225000.0,247500.00000000003,22500.00000000003
7010,7751800080,98008,winter,456750.0,465000.0,511500.00000000006,46500.00000000006
7012,4239400920,98092,fall,259500.0,149000.0,193700.0,44700.0
7016,1446400670,98168,summer,197475.0,199950.0,219945.00000000003,19995.00000000003
7027,3426049132,98115,spring,470000.0,460000.0,598000.0,138000.0
7029,1789900080,98023,summer,215000.0,209950.0,272935.0,62985.0
7031,5634500179,98028,winter,356500.0,424500.0,466950.00000000006,42450.00000000006
7040,3395800660,98146,winter,197200.0,190000.0,247000.0,57000.0
7041,9414610010,98027,summer,455000.0,430000.0,559000.0,129000.0
7050,4222100280,98003,winter,219475.0,239999.0,263998.9,23999.900000000023
7051,4222200280,98003,fall,225000.0,225000.0,247500.00000000003,22500.00000000003
7055,3329530480,98001,summer,214100.0,241000.0,265100.0,24100.0
7060,8944360170,98029,fall,448250.0,517500.0,569250.0,51750.0
7062,1338801060,98112,winter,570000.0,560000.0,728000.0,168000.0
7067,9521100585,98103,summer,457250.0,499950.0,549945.0,49995.0
7072,2624049073,98118,summer,280000.0,360000.0,396000.00000000006,36000.00000000006
7080,8944360290,98029,spring,477000.0,477000.0,524700.0,47700.0
7085,255370420,98038,spring,293250.0,318200.0,350020.0,31820.0
7087,3832150190,98031,spring,259950.0,263000.0,289300.0,26300.0
7089,7889601870,98146,spring,236950.0,281500.0,309650.0,28150.0
7091,1912100882,98102,summer,527500.0,482000.0,626600.0,144600.0
7092,8563020170,98052,spring,513000.0,485000.0,630500.0,145500.0
7093,8656800020,98014,winter,312000.0,309000.0,401700.0,92700.0
7094,3876540780,98003,summer,225000.0,221000.0,287300.0,66300.0
7097,9141100005,98133,fall,313750.0,285000.0,370500.0,85500.0
7101,5560000680,98023,winter,233387.5,199950.0,259935.0,59985.0
7103,6813600415,98103,spring,411725.0,515000.0,566500.0,51500.0
7105,3300700480,98117,summer,440300.0,330000.0,429000.0,99000.0
7109,1454100005,98125,summer,355000.0,350000.0,455000.0,105000.0
7110,104540840,98023,winter,233387.5,240000.0,264000.0,24000.0
7111,2207100635,98007,winter,419900.0,419900.0,461890.00000000006,41990.00000000006
7115,8691350130,98075,winter,682000.0,715000.0,786500.0000000001,71500.00000000012
7121,7616200050,98116,winter,400000.0,500000.0,550000.0,50000.0
7126,2155000480,98052,spring,513000.0,499950.0,649935.0,149985.0
7129,4427100095,98125,summer,355000.0,360000.0,396000.00000000006,36000.00000000006
7140,3578401760,98074,summer,507000.0,393000.0,510900.0,117900.0
7142,5116000250,98028,summer,375000.0,320000.0,416000.0,96000.0
7145,7312100010,98059,spring,347500.0,410000.0,451000.00000000006,41000.00000000006
7151,1473200130,98133,spring,306000.0,303000.0,393900.0,90900.0
7155,1545808110,98038,summer,290725.0,250000.0,325000.0,75000.0
7159,7201600190,98052,winter,495000.0,430000.0,559000.0,129000.0
7162,8965000050,98052,summer,498000.0,515000.0,566500.0,51500.0
7164,4057300170,98029,summer,482499.0,305000.0,396500.0,91500.0
7166,8155750010,98030,winter,241500.0,237000.0,308100.0,71100.0
7174,7657000225,98178,summer,219950.0,205000.0,266500.0,61500.0
7178,526059224,98011,fall,432000.0,260000.0,338000.0,78000.0
7181,4137000460,98092,winter,277000.0,249000.0,323700.0,74700.0
7185,7137960460,98092,spring,264000.0,225000.0,292500.0,67500.0
7199,3820100284,98028,summer,375000.0,355000.0,461500.0,106500.0
7204,3432501315,98155,summer,300000.0,277000.0,360100.0,83100.0
7208,1446403145,98168,winter,171800.0,170000.0,221000.0,51000.0
7211,1446400725,98168,summer,197475.0,165000.0,214500.0,49500.0
7213,3319500299,98144,summer,370000.0,304000.0,395200.0,91200.0
7217,7137960440,98092,winter,277000.0,292500.0,321750.0,29250.0
7218,3946900010,98115,spring,470000.0,500007.0,550007.7000000001,50000.70000000007
7222,126049167,98028,summer,375000.0,380000.0,418000.00000000006,38000.00000000006
7226,1446403617,98168,summer,197475.0,123000.0,159900.0,36900.0
7227,2767603649,98107,summer,489500.0,520000.0,572000.0,52000.0
7232,1211000185,98122,summer,441000.0,375000.0,487500.0,112500.0
7234,984100010,98058,fall,299500.0,300000.0,330000.0,30000.0
7235,6127010670,98075,summer,668000.0,627000.0,815100.0,188100.0
7239,9269750010,98023,spring,230500.0,230000.0,299000.0,69000.0
7255,1005000250,98118,winter,265000.0,350000.0,385000.00000000006,35000.00000000006
7257,1775910460,98072,spring,368000.0,395000.0,434500.00000000006,39500.00000000006
7263,6905200050,98119,fall,582500.0,606400.0,667040.0,60640.0
7264,303100080,98092,spring,264000.0,245100.0,318630.0,73530.0
7266,8718500095,98028,spring,374990.0,415000.0,456500.00000000006,41500.00000000006
7274,9828700005,98122,spring,459250.0,440000.0,572000.0,132000.0
7275,5101402312,98115,spring,470000.0,485000.0,533500.0,48500.0
7277,6145602125,98133,summer,332750.0,295000.0,383500.0,88500.0
7289,1425059174,98052,fall,473750.0,390000.0,507000.0,117000.0
7296,2780700020,98028,fall,375000.0,375000.0,412500.00000000006,37500.00000000006
7299,225039145,98117,summer,440300.0,285000.0,370500.0,85500.0
7302,9415950020,98055,summer,250000.0,260000.0,286000.0,26000.0
7306,9268200440,98117,summer,440300.0,400000.0,520000.0,120000.0
7309,1829700050,98155,summer,300000.0,335000.0,368500.00000000006,33500.00000000006
7312,6373000130,98116,winter,400000.0,555000.0,610500.0,55500.0
7314,8965450190,98006,winter,567500.0,295000.0,383500.0,88500.0
7316,3764800250,98034,winter,360000.0,330000.0,429000.0,99000.0
7318,4358700188,98133,spring,306000.0,305000.0,396500.0,91500.0
7325,5244800895,98109,spring,626700.0,595000.0,773500.0,178500.0
7326,100100050,98155,fall,275226.5,275000.0,357500.0,82500.0
7331,5101402472,98115,winter,441500.0,340500.0,442650.0,102150.0
7332,4310700020,98103,fall,415475.0,280000.0,364000.0,84000.0
7337,6870310010,98052,summer,498000.0,599950.0,659945.0,59995.0
7338,2970800130,98166,fall,279475.0,215000.0,279500.0,64500.0
7348,8682261650,98053,summer,437000.0,554000.0,609400.0,55400.0
7349,8100400170,98052,spring,513000.0,500000.0,650000.0,150000.0
7354,1395500020,98034,fall,372500.0,279900.0,363870.0,83970.0
7363,739800250,98031,winter,252500.0,269000.0,295900.0,26900.0
7365,1518000290,98019,spring,350000.0,325000.0,422500.0,97500.0
7373,6421100592,98052,fall,473750.0,510000.0,561000.0,51000.0
7374,7967200290,98001,spring,205000.0,190000.0,247000.0,57000.0
7381,3897100275,98033,fall,476625.0,460000.0,598000.0,138000.0
7383,2770600795,98199,spring,503500.0,585000.0,643500.0,58500.0
7385,5039300305,98199,fall,495000.0,450000.0,585000.0,135000.0
7388,1862400479,98117,fall,439000.0,350000.0,455000.0,105000.0
7397,2464400500,98115,summer,439000.0,560000.0,616000.0,56000.0
7399,5095400630,98059,winter,350000.0,360000.0,396000.00000000006,36000.00000000006
7430,9510970050,98052,fall,473750.0,583000.0,641300.0,58300.0
7441,8019700010,98177,fall,434900.0,489950.0,538945.0,48995.0
7442,1785400780,98074,spring,538888.0,550000.0,605000.0,55000.0
7443,4222200380,98003,summer,225000.0,237000.0,260700.00000000003,23700.00000000003
7444,7503000050,98028,summer,375000.0,390000.0,429000.00000000006,39000.00000000006
7446,4303200130,98106,winter,238000.0,277000.0,304700.0,27700.0
7447,7731100066,98105,summer,545000.0,545000.0,599500.0,54500.0
7448,2770602335,98199,spring,503500.0,615000.0,676500.0,61500.0
7451,7000100635,98004,summer,650000.0,600000.0,780000.0,180000.0
7452,1954420420,98074,spring,538888.0,479000.0,622700.0,143700.0
7454,3056000050,98166,fall,279475.0,265000.0,344500.0,79500.0
7460,3546000380,98030,fall,240000.0,259900.0,285890.0,25990.0
7462,7129301851,98118,fall,285000.0,245000.0,318500.0,73500.0
7466,7504400290,98074,spring,538888.0,599000.0,658900.0,59900.0
7467,7137950460,98092,fall,259500.0,272000.0,299200.0,27200.0
7475,3424069215,98027,winter,405000.0,396480.0,515424.0,118944.0
7479,5634500415,98028,summer,375000.0,431000.0,474100.00000000006,43100.00000000006
7483,567000680,98144,summer,370000.0,359000.0,466700.0,107700.0
7488,825049073,98115,summer,439000.0,441000.0,485100.00000000006,44100.00000000006
7490,6837700170,98116,fall,439108.0,375000.0,487500.0,112500.0
7492,582000675,98199,fall,495000.0,580000.0,638000.0,58000.0
7495,3526059115,98052,spring,513000.0,515000.0,566500.0,51500.0
7497,5101404698,98115,winter,441500.0,365000.0,474500.0,109500.0
7502,345700180,98056,summer,327500.0,250000.0,325000.0,75000.0
7504,3056800230,98059,summer,335000.0,397000.0,436700.00000000006,39700.00000000006
7507,8024200855,98115,summer,439000.0,499100.0,549010.0,49910.0
7511,2872100245,98117,summer,440300.0,465000.0,511500.00000000006,46500.00000000006
7515,7544800395,98122,winter,430000.0,450000.0,495000.00000000006,45000.00000000006
7517,2223059052,98058,spring,280000.0,231000.0,300300.0,69300.0
7520,1049000740,98034,fall,372500.0,229950.0,298935.0,68985.0
7521,9324800180,98125,fall,365000.0,403250.0,443575.00000000006,40325.00000000006
7522,7853220690,98065,fall,435000.0,470000.0,517000.00000000006,47000.00000000006
7525,993000873,98103,spring,411725.0,380500.0,494650.0,114150.0
7527,3629960590,98029,spring,477000.0,376000.0,488800.0,112800.0
7531,8856004328,98001,spring,205000.0,255000.0,280500.0,25500.0
7532,253600150,98028,summer,375000.0,380000.0,418000.00000000006,38000.00000000006
7533,5101400934,98115,spring,470000.0,450000.0,585000.0,135000.0
7535,2310030490,98038,spring,293250.0,292500.0,380250.0,87750.0
7538,3298700820,98106,fall,255400.0,160000.0,208000.0,48000.0
7540,4006000571,98118,spring,290750.0,183750.0,238875.0,55125.0
7543,809001565,98109,summer,548000.0,625000.0,687500.0,62500.0
7544,9406520580,98038,summer,290725.0,305000.0,335500.0,30500.0
7547,3438503045,98106,winter,238000.0,165000.0,214500.0,49500.0
7548,3204300705,98112,spring,628875.0,575000.0,747500.0,172500.0
7554,423059207,98056,winter,301500.0,322500.0,354750.0,32250.0
7556,7852180530,98065,spring,450500.0,440000.0,572000.0,132000.0
7558,8673400061,98107,fall,470000.0,382000.0,496600.0,114600.0
7559,3905100220,98029,spring,477000.0,535000.0,588500.0,53500.0
7565,1898310100,98023,winter,233387.5,236775.0,260452.50000000003,23677.50000000003
7575,2391600330,98116,spring,494500.0,505000.0,555500.0,50500.0
7585,9828201725,98122,spring,459250.0,387500.0,503750.0,116250.0
7586,9352901085,98106,winter,238000.0,256000.0,281600.0,25600.0
7588,6147600040,98032,winter,206000.0,163000.0,211900.0,48900.0
7589,6371000026,98116,winter,400000.0,367500.0,477750.0,110250.0
7594,203900690,98053,winter,439950.0,395000.0,513500.0,118500.0
7598,2705600068,98117,spring,460000.0,539950.0,593945.0,53995.0
7599,3326059191,98033,summer,495000.0,410000.0,533000.0,123000.0
7600,1207000025,98146,summer,210000.0,245000.0,269500.0,24500.0
7603,3882300090,98052,winter,495000.0,475000.0,617500.0,142500.0
7607,3869900120,98136,winter,415000.0,430000.0,473000.00000000006,43000.00000000006
7612,6679000720,98038,fall,282000.0,296000.0,325600.0,29600.0
7615,1773100123,98106,fall,255400.0,285000.0,313500.0,28500.0
7622,7818700410,98117,fall,439000.0,481500.0,529650.0,48150.0
7624,5163700085,98031,summer,249900.0,260000.0,286000.0,26000.0
7629,4024100090,98155,fall,275226.5,250000.0,325000.0,75000.0
7630,7228501910,98122,winter,430000.0,507200.0,557920.0,50720.0
7632,7527000090,98074,summer,507000.0,540000.0,594000.0,54000.0
7635,5589300210,98155,spring,299975.0,265000.0,344500.0,79500.0
7641,3574801490,98034,summer,380500.0,385000.0,423500.00000000006,38500.00000000006
7642,2987400025,98056,fall,295000.0,253000.0,328900.0,75900.0
7643,625049313,98103,fall,415475.0,460000.0,506000.00000000006,46000.00000000006
7645,9212900300,98115,spring,470000.0,492000.0,541200.0,49200.0
7648,7625703945,98136,summer,386750.0,345000.0,448500.0,103500.0
7650,626049058,98133,spring,306000.0,275000.0,357500.0,82500.0
7657,7137900410,98092,spring,264000.0,190000.0,247000.0,57000.0
7660,6675500035,98034,summer,380500.0,435000.0,478500.00000000006,43500.00000000006
7662,6064800090,98118,spring,290750.0,365000.0,401500.00000000006,36500.00000000006
7666,1443500905,98118,winter,265000.0,219950.0,285935.0,65985.0
7672,114101540,98028,summer,375000.0,415000.0,456500.00000000006,41500.00000000006
7675,3083000355,98144,winter,365000.0,385000.0,423500.00000000006,38500.00000000006
7682,7254200040,98144,spring,376500.0,345000.0,448500.0,103500.0
7686,8078410210,98074,summer,507000.0,566000.0,622600.0,56600.0
7687,3905100210,98029,summer,482499.0,449950.0,584935.0,134985.0
7689,7522700110,98198,summer,232500.0,258000.0,283800.0,25800.0
7692,5104510540,98038,fall,282000.0,295000.0,324500.0,29500.0
7707,5522600205,98117,fall,439000.0,500000.0,550000.0,50000.0
7708,1370802620,98199,winter,550000.0,592500.0,651750.0,59250.0
7715,2475200870,98055,fall,237000.0,250000.0,275000.0,25000.0
7716,3423059081,98058,fall,299500.0,151600.0,197080.0,45480.0
7718,3352400330,98178,spring,229250.0,216000.0,280800.0,64800.0
7721,3333000775,98118,fall,285000.0,249900.0,324870.0,74970.0
7722,9274204230,98116,summer,410000.0,410000.0,451000.00000000006,41000.00000000006
7729,3869900155,98136,spring,399000.0,340000.0,442000.0,102000.0
7732,5347200175,98126,spring,302900.0,299800.0,389740.0,89940.0
7734,1962200037,98102,spring,620500.0,626000.0,688600.0,62600.0
7736,3905080730,98029,winter,475975.0,535500.0,589050.0,53550.0
7743,6749700031,98103,summer,457250.0,345000.0,448500.0,103500.0
7744,4136800205,98178,winter,220673.5,258000.0,283800.0,25800.0
7745,3438503120,98106,spring,274800.0,275000.0,302500.0,27500.0
7750,3031200246,98118,summer,280000.0,250000.0,325000.0,75000.0
7755,2806800090,98011,fall,432000.0,390000.0,507000.0,117000.0
7756,312000265,98136,spring,399000.0,375000.0,487500.0,112500.0
7761,7812800865,98178,fall,200000.0,170000.0,221000.0,51000.0
7762,809002390,98109,winter,560000.0,658000.0,723800.0000000001,65800.00000000012
7770,3528900735,98109,fall,610000.0,620000.0,682000.0,62000.0
7777,7011201016,98119,fall,582500.0,585000.0,643500.0,58500.0
7783,5550300205,98126,spring,302900.0,338000.0,371800.00000000006,33800.00000000006
7784,8820901415,98125,spring,344000.0,400000.0,440000.00000000006,40000.00000000006
7788,2621660040,98118,summer,280000.0,325000.0,357500.0,32500.0
7792,251300110,98003,summer,225000.0,225000.0,247500.00000000003,22500.00000000003
7801,9542830690,98038,fall,282000.0,321000.0,353100.0,32100.0
7803,7454000315,98126,spring,302900.0,299500.0,389350.0,89850.0
7805,8665050450,98029,fall,448250.0,435000.0,565500.0,130500.0
7807,5100401411,98115,fall,447500.0,485000.0,533500.0,48500.0
7819,7452500530,98126,winter,302500.0,250000.0,325000.0,75000.0
7820,6300000212,98133,winter,307500.0,265000.0,344500.0,79500.0
7822,7657600195,98178,fall,200000.0,199950.0,259935.0,59985.0
7825,6392001005,98115,summer,439000.0,511500.0,562650.0,51150.0
7826,1601600195,98118,spring,290750.0,299000.0,328900.0,29900.0
7829,3830210220,98030,fall,240000.0,210000.0,273000.0,63000.0
7838,6450302175,98133,fall,313750.0,342450.0,376695.00000000006,34245.00000000006
7841,1328300180,98058,spring,280000.0,323000.0,355300.0,32300.0
7842,7866000158,98118,fall,285000.0,320000.0,352000.0,32000.0
7847,2621600015,98030,winter,241500.0,120000.0,156000.0,36000.0
7848,2621600015,98030,spring,251325.0,175000.0,227500.0,52500.0
7855,3331500940,98118,summer,280000.0,342000.0,376200.00000000006,34200.00000000006
7859,23500180,98052,spring,513000.0,570000.0,627000.0,57000.0
7861,1189000207,98122,fall,432500.0,387000.0,503100.0,116100.0
7862,1771110720,98077,spring,330000.0,330000.0,363000.00000000006,33000.00000000006
