,id,date,zipcode,season,price,Median Price,condition,status
5732,9528102771,2014-09-04,98115,fall,499000.0,560750.0,3,Buy
5740,2597000006,2015-03-09,98155,spring,347500.0,367500.0,3,Buy
5744,1937300280,2014-10-30,98144,fall,404500.0,446800.0,3,Buy
5745,9183703376,2014-05-13,98030,spring,225000.0,280000.0,3,Buy
5750,3131201310,2014-09-30,98105,fall,525000.0,625252.0,3,Buy
5753,3274800460,2014-05-20,98144,spring,387000.0,446800.0,3,Buy
5756,6381500170,2014-08-26,98125,summer,235000.0,422000.0,3,Buy
5757,6381500170,2015-01-16,98125,winter,365000.0,422000.0,3,Buy
5758,1954420170,2014-05-21,98074,spring,368250.0,625000.0,3,Buy
5759,1954420170,2014-11-13,98074,fall,580000.0,625000.0,3,Buy
5761,6181400470,2015-01-27,98001,winter,215000.0,256000.0,3,Buy
5763,7215730430,2014-09-03,98075,fall,705000.0,741000.0,3,Buy
5764,475000190,2015-01-09,98107,winter,465000.0,529475.0,3,Buy
5771,4457300630,2014-07-16,98040,summer,842000.0,876650.0,3,Buy
5780,1954440050,2014-07-25,98074,summer,550000.0,625000.0,3,Buy
5785,8929000130,2014-07-08,98029,summer,357562.0,564800.0,3,Buy
5787,8682262330,2014-09-30,98053,fall,455000.0,558500.0,3,Buy
5790,7370600050,2014-08-19,98177,summer,452000.0,506000.0,3,Buy
5791,2025059134,2015-01-13,98004,winter,810000.0,867500.0,3,Buy
5795,2473370050,2014-06-04,98058,summer,327500.0,329000.0,3,Buy
5799,8563000130,2014-07-17,98008,summer,445000.0,535900.0,3,Buy
5800,2770604103,2014-07-31,98119,summer,450000.0,685000.0,3,Buy
5805,7202260780,2015-01-20,98053,winter,535000.0,558500.0,3,Buy
5806,8651410950,2015-04-30,98042,spring,216500.0,280000.0,3,Buy
5808,3205400290,2015-04-06,98034,spring,420200.0,440000.0,3,Buy
5810,263000280,2014-12-02,98103,winter,450000.0,549500.0,3,Buy
5813,8078440050,2014-07-30,98074,summer,569500.0,625000.0,3,Buy
5815,7518502945,2014-05-19,98117,spring,524950.0,541000.0,3,Buy
5816,7568700480,2015-03-23,98155,spring,153000.0,367500.0,3,Buy
5819,7200001259,2015-05-01,98052,spring,570000.0,600000.0,3,Buy
5821,1934800086,2014-11-20,98122,fall,435000.0,557500.0,3,Buy
5826,1773101159,2015-01-07,98106,winter,250000.0,315000.0,3,Buy
5835,5540800130,2015-03-18,98103,spring,447500.0,549500.0,3,Buy
5837,7760400470,2015-04-14,98042,spring,278000.0,280000.0,3,Buy
5839,4345000050,2014-06-30,98030,summer,245000.0,280000.0,3,Buy
5840,7334501440,2014-10-21,98045,fall,287000.0,345000.0,3,Buy
5843,871001611,2014-07-01,98199,summer,616000.0,651000.0,3,Buy
5849,4299700095,2014-05-16,98108,spring,254000.0,345000.0,3,Buy
5854,643400130,2015-03-04,98007,spring,512500.0,544250.0,3,Buy
5859,4348800080,2014-07-11,98004,summer,641200.0,867500.0,3,Buy
5861,3578401700,2014-07-01,98074,summer,540000.0,625000.0,3,Buy
5862,1211000280,2015-05-04,98122,spring,295000.0,557500.0,3,Buy
5869,5631500213,2014-05-15,98028,spring,342400.0,433000.0,3,Buy
5871,9828701650,2014-11-25,98112,fall,399000.0,760500.0,3,Buy
5879,4060000440,2015-02-04,98178,winter,241000.0,275000.0,3,Buy
5881,8857310010,2014-12-19,98008,winter,268500.0,535900.0,3,Buy
5882,1823049178,2015-01-23,98166,winter,200000.0,363405.0,3,Buy
5884,8682260480,2014-05-28,98053,spring,429000.0,558500.0,3,Buy
5896,8944360080,2014-07-08,98029,summer,513000.0,564800.0,3,Buy
5897,7979900225,2015-03-23,98155,spring,360000.0,367500.0,3,Buy
5898,3163600130,2015-03-17,98146,spring,234900.0,295000.0,3,Buy
5900,2749600095,2014-08-19,98119,summer,595000.0,685000.0,3,Buy
5903,1250200605,2015-03-25,98144,spring,350000.0,446800.0,3,Buy
5910,2923049421,2014-07-02,98148,summer,250000.0,274000.0,3,Buy
5912,5095400460,2014-07-23,98059,summer,390000.0,423000.0,3,Buy
5913,3819750170,2015-03-10,98028,spring,415000.0,433000.0,3,Buy
5915,4206901155,2014-09-24,98105,fall,575000.0,625252.0,3,Buy
5916,6303400290,2015-01-26,98146,winter,170000.0,295000.0,3,Buy
5932,7625704317,2015-05-03,98136,spring,377500.0,485000.0,3,Buy
5937,185000161,2014-10-15,98178,fall,261000.0,275000.0,3,Buy
5941,5100403952,2015-02-25,98115,winter,440000.0,560750.0,3,Buy
5944,291300170,2014-05-09,98027,spring,387000.0,573475.0,3,Buy
5945,9117000170,2015-05-05,98055,spring,268643.0,294000.0,3,Buy
5946,461004095,2014-07-21,98117,summer,514000.0,541000.0,3,Buy
5947,9547201850,2014-07-23,98115,summer,420000.0,560750.0,3,Buy
5952,3630010020,2014-12-29,98029,winter,376000.0,564800.0,3,Buy
5955,2473400290,2015-01-26,98058,winter,285000.0,329000.0,3,Buy
5957,629420080,2014-08-20,98075,summer,731000.0,741000.0,3,Buy
5965,9406540190,2014-11-10,98038,fall,315000.0,326992.0,3,Buy
5968,8651510420,2014-12-11,98074,winter,490000.0,625000.0,3,Buy
5969,1422700080,2014-06-10,98188,summer,253000.0,260250.0,3,Buy
5972,1545800290,2014-09-05,98038,fall,215000.0,326992.0,3,Buy
5973,1545800290,2015-04-08,98038,spring,315000.0,326992.0,3,Buy
5974,2804100095,2014-05-16,98112,spring,724800.0,760500.0,3,Buy
5978,1761100080,2014-07-17,98023,summer,205000.0,265500.0,3,Buy
5982,7922750020,2014-07-08,98033,summer,560000.0,630000.0,3,Buy
5983,259600050,2015-02-23,98008,winter,458500.0,535900.0,3,Buy
5984,3298300420,2015-03-31,98008,spring,354000.0,535900.0,3,Buy
5992,2781270440,2014-05-19,98038,spring,241000.0,326992.0,3,Buy
5995,2926049408,2014-10-09,98125,fall,400000.0,422000.0,3,Buy
5997,5147600095,2015-01-21,98146,winter,152000.0,295000.0,3,Buy
5999,3820350050,2014-10-24,98019,fall,330000.0,402750.0,3,Buy
6003,8663370020,2014-08-06,98034,summer,435000.0,440000.0,3,Buy
6005,8947800080,2014-11-05,98028,fall,300000.0,433000.0,3,Buy
6006,1545803390,2014-11-11,98038,fall,252000.0,326992.0,3,Buy
6008,1829700080,2014-12-12,98155,winter,340000.0,367500.0,3,Buy
6017,7387500185,2014-05-21,98106,spring,249900.0,315000.0,3,Buy
6021,3423059109,2015-04-15,98058,spring,272000.0,329000.0,3,Buy
6022,5631500992,2014-05-15,98028,spring,390000.0,433000.0,3,Buy
6027,3298700840,2014-08-21,98106,summer,263500.0,315000.0,3,Buy
6031,6381502155,2015-01-16,98125,winter,300000.0,422000.0,3,Buy
6033,2205700345,2014-07-07,98006,summer,500000.0,697450.0,3,Buy
6034,6926700660,2014-09-11,98109,fall,680000.0,708750.0,3,Buy
6036,2770606890,2014-08-07,98199,summer,450000.0,651000.0,3,Buy
6037,2867100190,2014-06-18,98119,summer,650000.0,685000.0,3,Buy
6042,3275300440,2014-11-20,98003,fall,230000.0,263750.0,3,Buy
6046,1207200010,2015-03-18,98146,spring,245000.0,295000.0,3,Buy
6047,6815100095,2014-12-23,98103,winter,510000.0,549500.0,3,Buy
6054,4302201045,2014-05-28,98106,spring,150000.0,315000.0,3,Buy
6055,507100020,2015-03-09,98133,spring,270000.0,375000.0,3,Buy
6057,7691800130,2014-08-26,98075,summer,650000.0,741000.0,3,Buy
6061,937000280,2015-02-20,98198,winter,199000.0,262950.0,3,Buy
6062,5379805253,2014-10-20,98188,fall,240000.0,260250.0,3,Buy
6063,6821102340,2015-05-04,98199,spring,415000.0,651000.0,3,Buy
6064,7229900250,2014-12-02,98059,winter,228000.0,423000.0,3,Buy
6071,6911700066,2014-06-04,98126,summer,175000.0,399000.0,3,Buy
6073,2925059260,2015-05-06,98004,spring,800000.0,867500.0,3,Buy
6076,9197100263,2014-08-19,98032,summer,237000.0,249000.0,3,Buy
6082,8682231330,2015-05-04,98053,spring,519000.0,558500.0,3,Buy
6083,2473480780,2015-03-11,98058,spring,320000.0,329000.0,3,Buy
6084,8641500280,2014-05-22,98115,spring,270000.0,560750.0,3,Buy
6087,7971300050,2014-07-10,98005,summer,657500.0,710000.0,3,Buy
6089,5062300280,2015-04-16,98014,spring,150000.0,319000.0,3,Buy
6101,1233100642,2014-07-22,98033,summer,495000.0,630000.0,3,Buy
6111,1796360470,2014-06-17,98042,summer,247200.0,280000.0,3,Buy
6112,8732160050,2014-08-22,98023,summer,250000.0,265500.0,3,Buy
6115,291300280,2015-02-18,98027,winter,310000.0,573475.0,3,Buy
6119,1559900080,2014-11-21,98019,fall,289200.0,402750.0,3,Buy
6124,7942600006,2014-11-26,98122,fall,345000.0,557500.0,3,Buy
6127,8165501640,2014-08-19,98106,summer,309950.0,315000.0,3,Buy
6131,1377800010,2014-11-19,98199,fall,517500.0,651000.0,3,Buy
6134,255550190,2014-07-22,98019,summer,350000.0,402750.0,3,Buy
6137,1518000080,2015-02-23,98019,winter,325000.0,402750.0,3,Buy
6138,7883605915,2015-05-08,98108,spring,337500.0,345000.0,3,Buy
6144,9406500480,2015-04-20,98028,spring,273000.0,433000.0,3,Buy
6148,2610100020,2015-04-08,98155,spring,290000.0,367500.0,3,Buy
6151,203900460,2014-07-28,98053,summer,407450.0,558500.0,3,Buy
6155,236400130,2015-01-23,98188,winter,239975.0,260250.0,3,Buy
6159,2473000130,2014-06-26,98058,summer,300000.0,329000.0,3,Buy
6160,2893000280,2015-05-01,98031,spring,216600.0,282000.0,3,Buy
6161,7977201845,2014-05-14,98115,spring,525000.0,560750.0,3,Buy
6165,6840701100,2014-12-02,98122,winter,382000.0,557500.0,3,Buy
6168,3570300080,2014-10-28,98052,fall,435000.0,600000.0,3,Buy
6169,2321300351,2014-06-12,98199,summer,575000.0,651000.0,3,Buy
6170,2652501630,2015-05-04,98109,spring,626700.0,708750.0,3,Buy
6175,4359700080,2014-07-21,98033,summer,560000.0,630000.0,3,Buy
6176,1727500010,2015-01-07,98034,winter,354000.0,440000.0,3,Buy
6180,1266200130,2014-06-15,98004,summer,650000.0,867500.0,3,Buy
6186,6705850020,2015-04-01,98075,spring,740000.0,741000.0,3,Buy
6199,7852180430,2015-04-09,98065,spring,450000.0,506950.0,3,Buy
6201,5248800440,2015-02-17,98108,winter,275000.0,345000.0,3,Buy
6206,7231501665,2015-04-03,98055,spring,277000.0,294000.0,3,Buy
6207,5014000225,2014-12-22,98116,winter,337500.0,558000.0,3,Buy
6217,7686202275,2014-12-09,98198,winter,219950.0,262950.0,3,Buy
6218,5113260170,2015-01-13,98038,winter,215000.0,326992.0,3,Buy
6220,2770601734,2014-06-30,98199,summer,535000.0,651000.0,3,Buy
6222,5016001060,2014-05-30,98112,spring,650000.0,760500.0,3,Buy
6225,5127000470,2015-03-05,98059,spring,292000.0,423000.0,3,Buy
6229,9524100050,2014-12-22,98103,winter,360000.0,549500.0,3,Buy
6232,6412600005,2014-10-03,98125,fall,375000.0,422000.0,3,Buy
6237,7203102140,2015-04-29,98053,spring,300000.0,558500.0,3,Buy
6240,6848200221,2014-09-02,98102,fall,635000.0,670000.0,3,Buy
6241,952004725,2014-11-06,98126,fall,280000.0,399000.0,3,Buy
6247,3819800280,2014-08-19,98011,summer,400000.0,470000.0,3,Buy
6258,5406500480,2014-07-21,98075,summer,668000.0,741000.0,3,Buy
6260,3300700470,2014-05-14,98117,spring,394475.0,541000.0,3,Buy
6265,6600220380,2014-05-31,98074,spring,538888.0,625000.0,3,Buy
6266,3990200020,2014-09-08,98166,fall,359000.0,363405.0,3,Buy
6267,112900020,2014-07-01,98019,summer,300000.0,402750.0,3,Buy
6270,8078400010,2014-11-18,98074,fall,530000.0,625000.0,3,Buy
6273,3905050280,2014-08-19,98029,summer,533000.0,564800.0,3,Buy
6277,7504001440,2014-09-15,98074,fall,435000.0,625000.0,3,Buy
6278,8068000305,2014-11-04,98178,fall,241000.0,275000.0,3,Buy
6282,8071000050,2014-11-13,98118,fall,270000.0,365500.0,3,Buy
6286,5416500840,2014-06-27,98038,summer,320000.0,326992.0,3,Buy
6290,9826701665,2014-07-25,98122,summer,550000.0,557500.0,3,Buy
6293,3317010130,2015-03-17,98003,spring,236000.0,263750.0,3,Buy
6302,1736800920,2015-04-21,98007,spring,475000.0,544250.0,3,Buy
6308,4232400470,2014-05-27,98112,spring,751750.0,760500.0,3,Buy
6318,9320600020,2015-01-30,98031,winter,250000.0,282000.0,3,Buy
6324,8122100595,2014-06-27,98126,summer,212700.0,399000.0,3,Buy
6328,2133020020,2015-01-16,98019,winter,372000.0,402750.0,3,Buy
6336,126049217,2014-06-04,98028,summer,400000.0,433000.0,3,Buy
6339,6843000080,2014-07-09,98058,summer,287000.0,329000.0,3,Buy
6343,1657530010,2015-02-24,98056,winter,260000.0,375000.0,3,Buy
6345,9828200460,2014-06-27,98122,summer,260000.0,557500.0,3,Buy
6346,9828200460,2015-01-06,98122,winter,430000.0,557500.0,3,Buy
6349,446000020,2014-09-13,98115,fall,439500.0,560750.0,3,Buy
6352,9358002232,2014-10-19,98126,fall,380000.0,399000.0,3,Buy
6354,6149700380,2015-02-06,98133,winter,299900.0,375000.0,3,Buy
6362,5104500020,2014-06-17,98034,summer,250000.0,440000.0,3,Buy
6365,1498301213,2015-03-11,98144,spring,384000.0,446800.0,3,Buy
6369,3336001946,2015-03-07,98118,spring,263300.0,365500.0,3,Buy
6370,5253300387,2015-01-28,98133,winter,215000.0,375000.0,3,Buy
6374,8662500130,2014-12-09,98030,winter,251100.0,280000.0,3,Buy
6375,1770000130,2014-11-26,98072,fall,435000.0,440000.0,3,Buy
6380,2767601815,2015-03-17,98107,spring,356000.0,529475.0,3,Buy
6382,7504010780,2014-12-26,98074,winter,605000.0,625000.0,3,Buy
6384,8682260470,2014-06-19,98053,summer,437000.0,558500.0,3,Buy
6391,9834201470,2014-12-18,98144,winter,303000.0,446800.0,3,Buy
6395,8148600020,2014-09-26,98168,fall,170000.0,235000.0,3,Buy
6397,1432400345,2015-04-21,98058,spring,144000.0,329000.0,3,Buy
6399,2475900840,2015-04-27,98024,spring,258000.0,337500.0,3,Buy
6405,2770601365,2015-02-24,98199,winter,473000.0,651000.0,3,Buy
6411,3905080280,2015-03-04,98029,spring,529000.0,564800.0,3,Buy
6414,9407600250,2015-03-27,98038,spring,211000.0,326992.0,3,Buy
6416,7224000950,2014-11-03,98055,fall,238950.0,294000.0,3,Buy
6422,5406500170,2014-10-24,98075,fall,645000.0,741000.0,3,Buy
6424,2011000010,2014-05-02,98198,spring,257950.0,262950.0,3,Buy
6426,8016250080,2014-07-09,98030,summer,245000.0,280000.0,3,Buy
6429,847100078,2014-08-18,98059,summer,330000.0,423000.0,3,Buy
6438,8564500020,2015-01-27,98034,winter,322000.0,440000.0,3,Buy
6441,2698200010,2015-05-13,98055,spring,165000.0,294000.0,3,Buy
6443,5710610430,2015-03-13,98027,spring,517500.0,573475.0,3,Buy
6444,34000005,2014-06-18,98136,summer,343566.0,485000.0,3,Buy
6450,3904901330,2014-08-20,98029,summer,449950.0,564800.0,3,Buy
6451,7524100280,2014-06-12,98198,summer,259000.0,262950.0,3,Buy
6461,148000440,2014-08-18,98116,summer,313300.0,558000.0,3,Buy
6466,8843900396,2014-07-14,98027,summer,455000.0,573475.0,3,Buy
6469,8732190460,2015-05-05,98023,spring,260000.0,265500.0,3,Buy
6472,1133000050,2015-04-20,98125,spring,362000.0,422000.0,3,Buy
6473,2770601462,2015-04-23,98199,spring,503500.0,651000.0,3,Buy
6480,7203601405,2015-04-14,98198,spring,217000.0,262950.0,3,Buy
6488,1545808370,2015-04-22,98038,spring,245000.0,326992.0,3,Buy
6494,4235400255,2014-09-05,98199,fall,405000.0,651000.0,3,Buy
6498,2310010050,2015-04-30,98038,spring,274950.0,326992.0,3,Buy
6502,9407102360,2014-06-16,98045,summer,309212.0,345000.0,3,Buy
6503,104510440,2014-06-04,98023,summer,219950.0,265500.0,3,Buy
6505,2113700500,2014-10-05,98106,fall,250800.0,315000.0,3,Buy
6515,7760400420,2014-07-18,98042,summer,255000.0,280000.0,3,Buy
6516,6163901271,2014-08-11,98155,summer,327000.0,367500.0,3,Buy
6533,8645530010,2014-05-15,98058,spring,225000.0,329000.0,3,Buy
6534,8645530010,2015-03-25,98058,spring,295000.0,329000.0,3,Buy
6536,9407101900,2014-07-17,98045,summer,280000.0,345000.0,3,Buy
6542,4221270290,2014-11-21,98075,fall,544900.0,741000.0,3,Buy
6544,3575302575,2014-08-11,98074,summer,532500.0,625000.0,3,Buy
6546,8805900080,2015-04-30,98112,spring,750000.0,760500.0,3,Buy
6547,8121200460,2014-11-19,98052,fall,530000.0,600000.0,3,Buy
6548,2461900609,2014-07-17,98136,summer,346100.0,485000.0,3,Buy
6552,8856960050,2014-07-24,98038,summer,318400.0,326992.0,3,Buy
6557,8151600470,2014-08-04,98146,summer,121800.0,295000.0,3,Buy
6564,3395040440,2015-03-27,98108,spring,330000.0,345000.0,3,Buy
6565,4338800190,2014-06-26,98166,summer,252750.0,363405.0,3,Buy
6567,5113260430,2015-03-04,98038,spring,280000.0,326992.0,3,Buy
6575,4318200440,2014-05-22,98136,spring,432000.0,485000.0,3,Buy
6578,2767602945,2014-06-25,98107,summer,500000.0,529475.0,3,Buy
6586,1445200190,2015-04-24,98155,spring,284900.0,367500.0,3,Buy
6589,7211402115,2014-09-02,98146,fall,230000.0,295000.0,3,Buy
6591,8091410080,2014-07-29,98030,summer,267500.0,280000.0,3,Buy
6606,3210200373,2014-06-17,98023,summer,204950.0,265500.0,3,Buy
6610,1542800010,2014-09-09,98052,fall,472500.0,600000.0,3,Buy
6614,2071700010,2014-11-19,98133,fall,340000.0,375000.0,3,Buy
6619,23500190,2014-10-08,98052,fall,515000.0,600000.0,3,Buy
6624,2944510080,2014-12-14,98023,winter,242550.0,265500.0,3,Buy
6625,7019000050,2014-05-06,98177,spring,367500.0,506000.0,3,Buy
6629,7338000950,2014-10-21,98002,fall,187000.0,234000.0,3,Buy
6635,2697400020,2014-10-31,98177,fall,400000.0,506000.0,3,Buy
6637,3126049439,2015-01-09,98103,winter,313000.0,549500.0,3,Buy
6641,5710610670,2014-07-23,98027,summer,530000.0,573475.0,3,Buy
6642,7503000020,2014-05-07,98028,spring,415000.0,433000.0,3,Buy
6645,7853340430,2014-11-19,98065,fall,378000.0,506950.0,3,Buy
6654,7950302210,2014-11-14,98118,fall,358000.0,365500.0,3,Buy
6657,2436700655,2015-03-17,98105,spring,515000.0,625252.0,3,Buy
6659,305000170,2014-06-10,98075,summer,659000.0,741000.0,3,Buy
6660,2570300130,2015-03-17,98034,spring,414999.0,440000.0,3,Buy
6661,776600130,2014-05-02,98045,spring,275000.0,345000.0,3,Buy
6664,3396830020,2014-10-09,98052,fall,424000.0,600000.0,3,Buy
6681,7642200095,2015-03-09,98146,spring,230000.0,295000.0,3,Buy
6683,8944750480,2015-01-30,98056,winter,359000.0,375000.0,3,Buy
6684,7852020660,2014-05-09,98065,spring,505000.0,506950.0,3,Buy
6686,6413100122,2014-07-11,98125,summer,369950.0,422000.0,3,Buy
6689,3123039136,2014-08-25,98070,summer,295000.0,361000.0,3,Buy
6692,4338800170,2014-05-07,98166,spring,246000.0,363405.0,3,Buy
6700,2110900050,2015-02-11,98177,winter,468000.0,506000.0,3,Buy
6702,6300000364,2014-06-16,98133,summer,235000.0,375000.0,3,Buy
6704,1446400648,2014-11-06,98168,fall,203000.0,235000.0,3,Buy
6709,2545700020,2014-10-16,98115,fall,458500.0,560750.0,3,Buy
6718,5406500430,2015-04-21,98075,spring,712000.0,741000.0,3,Buy
6719,5417600130,2014-10-10,98065,fall,244500.0,506950.0,3,Buy
6720,5417600130,2015-05-12,98065,spring,301000.0,506950.0,3,Buy
6722,5611500170,2015-04-22,98075,spring,739999.0,741000.0,3,Buy
6724,1473200170,2014-07-29,98133,summer,305000.0,375000.0,3,Buy
6728,6929603769,2014-07-21,98198,summer,253000.0,262950.0,3,Buy
6734,3188100007,2014-10-22,98115,fall,380000.0,560750.0,3,Buy
6739,7972601900,2014-05-30,98106,spring,299950.0,315000.0,3,Buy
6741,8132700190,2014-06-02,98117,summer,430000.0,541000.0,3,Buy
6742,3904990430,2015-01-29,98029,winter,495000.0,564800.0,3,Buy
6743,5469700052,2014-11-13,98031,fall,275000.0,282000.0,3,Buy
6744,4006000509,2014-09-16,98118,fall,333000.0,365500.0,3,Buy
6751,993000950,2014-09-06,98103,fall,320000.0,549500.0,3,Buy
6756,7300400670,2014-07-29,98092,summer,277000.0,297300.0,3,Buy
6761,3876760430,2014-08-22,98030,summer,269950.0,280000.0,3,Buy
6774,1025059181,2014-07-22,98052,summer,480000.0,600000.0,3,Buy
6777,6824100005,2014-08-01,98117,summer,408000.0,541000.0,3,Buy
6780,3303950080,2014-11-03,98038,fall,292000.0,326992.0,3,Buy
6784,6819100345,2015-03-25,98109,spring,700000.0,708750.0,3,Buy
6789,8651510380,2014-08-21,98074,summer,310000.0,625000.0,3,Buy
6790,8651510380,2014-12-16,98074,winter,539000.0,625000.0,3,Buy
6791,9826701794,2014-12-05,98122,winter,390000.0,557500.0,3,Buy
6795,686100380,2014-10-27,98008,fall,472000.0,535900.0,3,Buy
6804,7215721330,2014-10-23,98075,fall,485000.0,741000.0,3,Buy
6807,5703500130,2014-12-17,98045,winter,299500.0,345000.0,3,Buy
6809,6679000130,2015-02-09,98038,winter,275000.0,326992.0,3,Buy
6810,4222500020,2015-02-19,98003,winter,256400.0,263750.0,3,Buy
6813,806000020,2015-03-10,98055,spring,203000.0,294000.0,3,Buy
6814,507100005,2015-03-10,98133,spring,285000.0,375000.0,3,Buy
6815,8635760480,2015-01-27,98074,winter,473975.0,625000.0,3,Buy
6822,3438500430,2014-05-21,98106,spring,270000.0,315000.0,3,Buy
6824,2013801350,2015-02-20,98198,winter,220000.0,262950.0,3,Buy
6827,3226049466,2014-12-19,98115,winter,340000.0,560750.0,3,Buy
6830,5702450250,2014-07-17,98045,summer,340000.0,345000.0,3,Buy
6831,8835900086,2014-09-02,98118,fall,350000.0,365500.0,3,Buy
6835,3361400190,2015-02-26,98168,winter,190000.0,235000.0,3,Buy
6837,6806100420,2014-11-19,98058,fall,299000.0,329000.0,3,Buy
6838,3204300225,2014-11-03,98112,fall,508000.0,760500.0,3,Buy
6839,8857640420,2014-10-01,98038,fall,294000.0,326992.0,3,Buy
6840,4443800130,2014-10-24,98117,fall,320000.0,541000.0,3,Buy
6856,1115800440,2014-09-18,98052,fall,525000.0,600000.0,3,Buy
6857,9407110680,2014-10-08,98045,fall,280000.0,345000.0,3,Buy
6859,993001330,2014-05-05,98103,spring,406100.0,549500.0,3,Buy
6861,5381000048,2015-04-27,98188,spring,110000.0,260250.0,3,Buy
6869,5104510130,2014-06-03,98038,summer,312000.0,326992.0,3,Buy
6870,7197350050,2014-07-01,98052,summer,507500.0,600000.0,3,Buy
6871,2822049148,2014-09-18,98198,fall,217000.0,262950.0,3,Buy
6875,567000660,2014-12-04,98144,winter,425000.0,446800.0,3,Buy
6876,9214400396,2015-02-27,98115,winter,435000.0,560750.0,3,Buy
6877,9406520290,2014-12-29,98038,winter,305000.0,326992.0,3,Buy
6878,2112700895,2015-03-26,98106,spring,276000.0,315000.0,3,Buy
6885,2872900050,2014-10-07,98074,fall,400000.0,625000.0,3,Buy
6889,7788400170,2014-09-26,98056,fall,230000.0,375000.0,3,Buy
6890,3831000010,2014-08-06,98031,summer,235000.0,282000.0,3,Buy
6895,2608300103,2015-01-26,98106,winter,225000.0,315000.0,3,Buy
6896,3530400080,2014-12-26,98198,winter,255000.0,262950.0,3,Buy
6897,1099760470,2014-06-04,98023,summer,161700.0,265500.0,3,Buy
6902,5249801440,2014-12-16,98118,winter,250000.0,365500.0,3,Buy
6909,1226039130,2014-10-09,98177,fall,355000.0,506000.0,3,Buy
6910,7254000050,2015-02-24,98005,winter,596000.0,710000.0,3,Buy
6915,3579000010,2014-08-14,98028,summer,428040.0,433000.0,3,Buy
6917,6819100122,2014-06-05,98109,summer,546000.0,708750.0,3,Buy
6919,6392001950,2014-09-08,98115,fall,435000.0,560750.0,3,Buy
6921,6437400101,2014-11-13,98106,fall,284000.0,315000.0,3,Buy
6923,1115100169,2014-12-03,98155,winter,315000.0,367500.0,3,Buy
6924,2919702705,2014-07-31,98117,summer,417500.0,541000.0,3,Buy
6926,6021503656,2014-09-02,98117,fall,375000.0,541000.0,3,Buy
6931,1954440080,2015-01-29,98074,winter,532000.0,625000.0,3,Buy
6936,1328340380,2014-10-27,98058,fall,315000.0,329000.0,3,Buy
6940,2571900380,2015-01-22,98022,winter,225000.0,251500.0,3,Buy
6942,3882320010,2014-11-26,98052,fall,565000.0,600000.0,3,Buy
6943,1377300020,2015-02-19,98199,winter,650000.0,651000.0,3,Buy
6944,1124000005,2014-09-18,98177,fall,499000.0,506000.0,3,Buy
6945,1151100010,2014-05-15,98045,spring,280000.0,345000.0,3,Buy
6949,8656300080,2014-08-12,98014,summer,265000.0,319000.0,3,Buy
6955,8691310420,2015-04-24,98075,spring,635000.0,741000.0,3,Buy
6956,1402900380,2014-07-03,98092,summer,280500.0,297300.0,3,Buy
6963,5702380780,2015-04-22,98022,spring,240000.0,251500.0,3,Buy
6968,7885100005,2014-08-20,98108,summer,299000.0,345000.0,3,Buy
6969,3037200010,2015-03-05,98122,spring,447500.0,557500.0,3,Buy
6973,3387800380,2014-08-29,98031,summer,215000.0,282000.0,3,Buy
6976,8079000190,2014-10-28,98059,fall,415000.0,423000.0,3,Buy
6980,263000359,2014-06-30,98103,summer,355000.0,549500.0,3,Buy
6985,9542800290,2014-12-10,98023,winter,217000.0,265500.0,3,Buy
6992,2881700547,2014-08-13,98133,summer,221000.0,375000.0,3,Buy
6998,9161100460,2015-03-23,98116,spring,525000.0,558000.0,3,Buy
7003,2767601100,2014-10-27,98107,fall,513000.0,529475.0,3,Buy
7007,1761100190,2014-07-24,98023,summer,225000.0,265500.0,3,Buy
7010,7751800080,2015-01-27,98008,winter,465000.0,535900.0,3,Buy
7012,4239400920,2014-09-22,98092,fall,149000.0,297300.0,3,Buy
7016,1446400670,2014-07-31,98168,summer,199950.0,235000.0,3,Buy
7027,3426049132,2015-04-22,98115,spring,460000.0,560750.0,3,Buy
7029,1789900080,2014-07-22,98023,summer,209950.0,265500.0,3,Buy
7031,5634500179,2014-12-15,98028,winter,424500.0,433000.0,3,Buy
7040,3395800660,2014-12-30,98146,winter,190000.0,295000.0,3,Buy
7041,9414610010,2014-06-17,98027,summer,430000.0,573475.0,3,Buy
7050,4222100280,2014-12-05,98003,winter,239999.0,263750.0,3,Buy
7051,4222200280,2014-10-21,98003,fall,225000.0,263750.0,3,Buy
7055,3329530480,2014-07-01,98001,summer,241000.0,256000.0,3,Buy
7060,8944360170,2014-11-14,98029,fall,517500.0,564800.0,3,Buy
7062,1338801060,2014-12-04,98112,winter,560000.0,760500.0,3,Buy
7067,9521100585,2014-06-13,98103,summer,499950.0,549500.0,3,Buy
7072,2624049073,2014-07-29,98118,summer,360000.0,365500.0,3,Buy
7080,8944360290,2015-04-13,98029,spring,477000.0,564800.0,3,Buy
7085,255370420,2015-04-02,98038,spring,318200.0,326992.0,3,Buy
7087,3832150190,2014-05-20,98031,spring,263000.0,282000.0,3,Buy
7089,7889601870,2015-04-07,98146,spring,281500.0,295000.0,3,Buy
7091,1912100882,2014-07-30,98102,summer,482000.0,670000.0,3,Buy
7092,8563020170,2015-03-10,98052,spring,485000.0,600000.0,3,Buy
7093,8656800020,2015-02-12,98014,winter,309000.0,319000.0,3,Buy
7094,3876540780,2014-06-19,98003,summer,221000.0,263750.0,3,Buy
